Sim	LOG10_THETA	H_1	S_1	prS_1	D_1	FS_1	Pi_1
431	-1.71661	1	957	957	-0.294791	-0.089267	250.763
432	-2.16844	0.989474	523	523	0.140685	2.17172	152.379
433	-3.15627	0.831579	18	18	-0.839061	-0.826247	3.94211
434	-1.77231	1	1754	1754	1.64663	1.15715	688.568
435	-2.49431	0.984211	168	168	-0.228112	0.282926	44.7474
436	-2.01375	1	589	589	-0.274459	-0.807796	155.126
437	-1.37403	1	2524	2524	-1.08947	0.848201	526.642
438	-3.69012	0.889474	11	11	-0.133094	-1.7706	2.98421
439	-3.91884	0.873684	9	9	0.663554	0.0357773	3.02632
440	-1.02668	1	6509	6509	0.745093	2.38988	2160.44
441	-2.73538	0.989474	105	105	-0.431701	-2.30133	26.4895
442	-1.18775	0.994737	2685	2685	0.849553	4.02585	910.105
443	-1.81315	1	860	860	-1.8895	-1.06777	133.021
444	-2.97164	0.810526	44	44	-0.904273	2.23401	9.6
445	-1.20384	1	2930	2930	-0.90094	1.08901	648.5
446	-2.23155	0.994737	407	407	0.318949	0.353654	123.484
447	-3.88182	0.873684	13	13	0.59803	0.250743	4.26842
448	-3.5668	0.621053	5	5	-1.23154	-2.8025	0.842105
449	-1.2838	1	3080	3080	-1.72216	0.814443	511.753
450	-2.02886	0.994737	525	525	0.00230551	0.695306	148.063
451	-2.30358	0.989474	292	292	-0.365588	0.531616	75.0842
452	-3.84477	0.778947	12	12	0.957032	2.09535	4.28421
453	-3.24383	0.963158	42	42	-1.57359	-4.38702	7.17368
454	-1.43269	1	2628	2628	-1.68195	0.644156	443.716
455	-3.35465	0.921053	38	38	0.997565	0.847281	13.4
456	-3.32942	0.968421	40	40	-0.0189865	-2.29019	11.2211
457	-3.9622	0.857895	14	14	0.103637	0.0916287	4.05789
458	-1.29119	1	3228	3228	-0.315374	1.38167	841.474
459	-1.3655	1	2260	2260	-0.105884	1.03934	620.942
460	-3.47228	0.789474	19	19	0.243255	0.366039	5.7
461	-1.00938	1	8233	8233	1.61199	2.79998	3211.98
462	-1.83005	1	1103	1103	0.722759	0.402141	364.537
463	-3.91378	0.652632	13	13	0.134328	2.78398	3.8
464	-1.36291	1	1789	1789	-0.413296	0.673265	454.558
465	-2.24114	0.994737	680	680	1.21042	1.62913	247.116
466	-2.22667	0.994737	231	231	-0.720093	-1.44433	53.8368
467	-2.92779	0.973684	75	75	0.00950494	-0.958928	21.1895
468	-1.76786	0.968421	669	669	-0.948222	3.58139	145.837
469	-1.46356	1	3132	3132	1.43178	1.75434	1184.13
470	-2.19652	0.994737	438	438	0.00245928	0.354387	123.532
471	-3.72166	0.821053	12	12	-0.36677	-0.813422	3.03684
472	-2.03781	0.978947	697	697	0.637555	7.13355	226.395
473	-1.97026	1	595	595	0.168222	-0.62029	174.458
474	-1.31158	1	3236	3236	0.850697	1.67197	1097.09
475	-3.01197	0.978947	92	92	0.642467	-0.825726	29.9947
476	-1.73331	0.994737	919	919	-0.238786	1.6082	244.268
477	-1.27628	1	2210	2210	-1.014	0.719223	472.316
478	-2.79395	0.963158	98	98	0.769596	2.22325	32.8
479	-2.25403	1	249	249	-1.27418	-3.43366	48.6947
480	-3.97751	0.5	8	8	-0.011342	2.15405	2.24737
481	-3.60038	0.931579	40	40	0.406902	-0.194052	12.4263
482	-1.89083	1	543	543	0.0575832	-0.807408	155.163
483	-1.7345	0.994737	1065	1065	0.00431032	1.98232	300.5
484	-1.46918	1	2687	2687	1.18389	1.53936	971.153
485	-2.16435	1	321	321	-1.45767	-2.86612	58.8474
486	-3.2634	0.936842	29	29	0.113063	-0.710479	8.41053
487	-1.23072	1	4267	4267	-0.768693	1.55193	982.389
488	-1.32674	0.994737	2646	2646	0.785657	3.97416	885.526
489	-2.97863	0.942105	53	53	0.158547	1.36063	15.5263
490	-3.67974	0.505263	5	5	-1.23154	-1.5591	0.842105
491	-3.57791	0.931579	26	26	0.56467	0.0666864	8.39474
492	-3.65116	0.778947	16	16	1.04585	4.70331	5.77895
493	-1.0258	1	4282	4282	-0.487536	1.64155	1066.72
494	-3.94066	0.752632	14	14	0.923875	3.92012	4.94211
495	-2.83602	0.963158	85	85	0.231806	-0.408738	25.3158
496	-3.75921	0.910526	14	14	-0.760542	-4.98309	3.12632
497	-3.88879	0.278947	7	7	-1.22686	1.75082	1.23684
498	-2.97477	0.957895	44	44	-1.02995	-3.13903	9.21053
499	-3.49824	0.826316	15	15	-0.0198834	1.05984	4.20526
500	-2.81706	0.968421	120	120	-1.75947	-0.372644	19.3895
501	-3.99802	0.873684	10	10	0.799532	-0.402511	3.46316
502	-2.72839	0.963158	87	87	-0.989995	0.31547	18.5947
503	-3.15697	0.963158	61	61	2.0328	1.38397	25.8158
504	-2.00397	0.994737	772	772	-0.916046	0.95003	169.984
505	-2.37687	0.984211	299	299	-0.203777	1.83804	80.1579
506	-1.53143	1	2647	2647	1.11381	1.5086	944.232
507	-2.43822	1	257	257	-0.260894	-2.48305	67.9
508	-3.25623	0.936842	61	61	1.32671	4.00379	22.8211
509	-3.49076	0.936842	22	22	1.13745	-0.0755796	8.04211
510	-3.14171	0.936842	77	77	1.4942	4.05757	29.6474
511	-1.10223	1	5492	5492	-1.23251	1.66826	1093.35
512	-3.00135	0.968421	65	65	-1.44133	-3.15207	11.8211
513	-2.31651	0.984211	384	384	-1.49428	1.45026	69.4895
514	-1.22898	1	3181	3181	-0.376985	1.34764	816.053
515	-2.58045	0.984211	219	219	0.73547	1.57026	72.6526
516	-2.35028	0.994737	238	238	-0.249045	-1.05431	63.0684
517	-2.05051	1	778	778	-0.2152	-0.354621	208.021
518	-2.91026	0.978947	154	154	-0.0835623	1.10432	42.5316
519	-2.65044	0.973684	223	223	-1.07167	1.37689	46.6526
520	-3.96947	0.368421	5	5	-1.58577	-2.1326	0.678947
521	-3.35636	0.884211	26	26	-0.0625426	0.344707	7.21053
522	-2.6696	0.936842	169	169	1.51475	5.11452	65.0474
523	-2.06516	0.994737	504	504	0.467831	0.815154	157.963
524	-1.64381	0.994737	578	578	-1.36086	0.128686	109.905
525	-2.56547	0.963158	125	125	-1.86765	-1.26605	19.2842
526	-1.5353	1	1543	1543	0.99769	0.87417	538.437
527	-2.71995	0.978947	136	136	-0.434795	-0.440771	34.3
528	-1.26573	0.994737	3558	3558	-0.566645	3.93524	867.437
529	-3.8337	0.615789	4	4	-1.03003	-1.95062	0.726316
530	-1.66002	1	1282	1282	-1.21343	-0.0569547	256.726
531	-2.99421	0.973684	89	89	-0.135328	-0.537849	24.2579
532	-2.08111	0.994737	723	723	0.396853	1.44456	223.116
533	-1.59046	1	1370	1370	0.142772	0.515503	399.316
534	-2.77312	0.989474	111	111	0.165776	-1.6287	32.5474
535	-1.74496	1	1345	1345	-2.05976	-0.467322	192.795
536	-3.31141	0.905263	43	43	1.46891	4.87699	16.5737
537	-3.44337	0.884211	31	31	0.141449	3.01581	9.05263
538	-3.43491	0.910526	27	27	0.196511	-0.0951634	7.99474
539	-2.44883	0.984211	241	241	-0.195262	1.26084	64.7421
540	-3.2826	0.915789	41	41	0.398267	1.49486	12.7105
541	-2.54549	0.989474	318	318	1.26452	1.54985	116.821
542	-1.00041	1	4114	4114	-0.422382	1.61701	1042.87
543	-1.68788	1	1003	1003	-0.468885	-0.0875889	251.068
544	-3.84694	0.573684	12	12	-1.14876	0.123819	2.3
545	-3.14244	0.910526	49	49	-0.216359	2.53099	13.0684
546	-1.36207	1	1096	1096	-0.850843	-0.114731	246.189
547	-1.09608	1	3570	3570	-0.264354	1.50701	942.868
548	-1.75918	1	1301	1301	-1.96152	-0.449702	195.074
549	-3.48845	0.884211	34	34	1.0631	1.33476	12.1632
550	-3.43089	0.947368	35	35	0.33044	0.0907728	10.6895
551	-2.1416	1	384	384	-1.23408	-2.19806	76.2368
552	-2.05785	0.994737	900	900	-0.697033	1.34745	211.458
553	-3.05008	0.963158	93	93	0.342074	0.805677	28.4
554	-2.8374	0.952632	125	125	1.87024	4.01246	51.2053
555	-2.44709	1	240	240	-1.18981	-3.45976	48.3
556	-3.22304	0.9	41	41	-0.0122881	2.01604	11.5211
557	-3.85304	0.789474	8	8	-0.561999	-1.39537	1.87895
558	-3.65971	0.836842	15	15	0.825359	0.871995	5.17368
559	-1.06686	0.994737	4498	4498	-0.110526	4.60517	1234.45
560	-1.54711	1	856	856	-1.11635	-0.598206	176.953
561	-3.11116	0.957895	63	63	-0.643483	-1.22659	14.9421
562	-1.14153	0.994737	2854	2854	0.196016	3.87928	842.047
563	-2.52421	0.984211	241	241	-0.324188	1.17282	62.6368
564	-2.09245	0.989474	427	427	0.341507	1.8018	130.2
565	-3.49605	0.931579	25	25	0.0494876	-0.472776	7.13684
566	-3.42703	0.926316	13	13	-0.631562	-5.16662	3.02632
567	-2.41929	0.989474	117	117	-1.33243	-2.9353	22.3158
568	-1.0235	1	4574	4574	-0.866343	1.59616	1023.07
569	-2.38045	1	402	402	1.62236	-0.784674	157.342
570	-2.89896	0.973684	88	88	-1.2055	-1.59647	17.5053
571	-2.12048	1	551	551	-0.795606	-1.16736	125.758
572	-3.19711	0.831579	24	24	-1.55292	-1.60355	4.04211
573	-2.19948	0.989474	359	359	1.11235	1.76512	128.168
574	-2.9365	0.973684	82	82	-0.459576	-1.0628	20.5158
575	-2.77945	0.931579	100	100	0.288803	2.95629	30.1684
576	-3.11362	0.926316	47	47	-0.00334175	1.64511	13.2368
577	-1.62741	0.994737	2217	2217	-2.16644	1.99185	302.089
578	-1.37371	1	2469	2469	-2.02717	0.3849	359.574
579	-3.35814	0.768421	25	25	2.1077	6.88188	10.8842
580	-3.29543	0.936842	24	24	-0.961561	-4.97449	5.07895
581	-1.92136	0.994737	538	538	0.00250861	0.74079	151.737
582	-2.26232	0.989474	432	432	1.13934	2.21195	154.984
583	-1.95791	0.994737	752	752	0.8446	1.68396	254.737
584	-1.89237	0.989474	867	867	0.619961	3.67517	280.563
585	-3.14989	0.952632	53	53	0.722692	0.956926	17.6158
586	-1.97969	1	487	487	-0.612471	-1.29699	117.153
587	-2.998	0.984211	106	106	-0.531725	-1.25745	26.0158
588	-2.27078	1	212	212	-0.476368	-3.17599	52.9053
589	-2.02225	0.994737	847	847	0.569589	1.79715	271.221
590	-1.57052	1	2295	2295	-0.783523	0.84685	526.037
591	-3.17584	0.942105	60	60	-0.625801	1.07101	14.3
592	-1.82901	1	1099	1099	0.401238	0.31187	339.442
593	-3.21175	0.884211	30	30	0.122819	0.988892	8.72105
594	-1.02522	1	4344	4344	-0.760913	1.57392	1002.39
595	-3.24631	0.952632	35	35	0.224913	-0.780289	10.4263
596	-1.56365	1	1348	1348	-0.703301	0.220639	316.2
597	-1.50114	0.994737	1874	1874	-0.533871	2.7603	460.968
598	-3.79201	0.663158	7	7	0.851724	1.31778	2.48421
599	-1.07148	1	6628	6628	0.379751	2.32869	2037.29
600	-1.48726	1	3459	3459	0.648755	1.69985	1125.76
601	-1.69017	1	2255	2255	1.17512	1.34445	813.716
602	-2.58134	1	345	345	-2.08101	-3.43125	48.7316
603	-1.04936	1	4483	4483	-0.00057811	1.82395	1263.45
604	-2.535	0.989474	155	155	-0.170076	-0.904657	41.8947
605	-1.08604	1	4334	4334	1.48641	2.11034	1654.39
606	-3.82883	0.721053	7	7	0.220255	0.83253	2.10526
607	-2.60733	0.978947	183	183	-0.703725	0.16617	42.8316
608	-1.03042	1	2782	2782	-0.839956	1.05072	627.137
609	-2.68522	0.947368	132	132	0.33046	4.23578	40.1842
610	-1.88337	1	1509	1509	1.23954	0.901365	551.116
611	-1.08207	1	4695	4695	-1.16859	1.5208	954.816
612	-1.60774	0.994737	2416	2416	0.47428	3.6818	758.005
613	-1.25713	1	2737	2737	0.456496	1.39989	855.437
614	-3.33367	0.752632	44	44	2.69631	9.88563	20.7579
615	-2.27255	0.994737	454	454	1.18866	0.888478	164.379
616	-2.21216	0.994737	344	344	-1.01549	-0.708288	73.3579
617	-1.7577	1	1090	1090	-0.382037	0.0567915	279.221
618	-2.84133	0.984211	117	117	0.132877	-0.461978	34.0421
619	-2.63148	0.978947	130	130	0.203882	-0.1249	38.4526
620	-2.87156	0.978947	36	36	-0.610342	-4.76388	8.58421
621	-2.55545	0.973684	186	186	-0.527009	1.32016	45.7684
622	-3.86053	0.515789	6	6	-1.55044	-2.70367	0.868421
623	-3.78788	0.863158	11	11	-0.0488098	0.0669146	3.05789
624	-3.67772	0.794737	13	13	-1.163	-0.545603	2.48947
625	-1.69453	0.984211	1393	1393	0.364655	7.22816	426.805
626	-1.87181	0.994737	1038	1038	0.792195	2.24751	347.911
627	-3.60266	0.915789	20	20	0.0954125	-0.383644	5.77895
628	-1.24017	1	2839	2839	0.159594	1.36735	830.674
629	-1.33505	1	4477	4477	-0.144545	1.78507	1218.46
630	-2.26796	0.989474	366	366	0.594129	1.57021	117.853
631	-1.24333	1	4246	4246	0.751631	1.94201	1411.22
632	-3.85387	0.821053	10	10	1.02807	0.605026	3.64737
633	-2.5776	0.968421	109	109	0.835071	1.63949	36.9579
634	-2.7537	0.994737	93	93	-1.16255	-5.34057	18.7842
635	-3.6376	0.9	21	21	-1.23059	-0.770011	4.01053
636	-1.95819	0.984211	479	479	-0.953098	2.57648	104.221
637	-3.61613	0.868421	13	13	0.0874369	-0.15264	3.75263
638	-3.88061	0.763158	6	6	1.04798	1.01983	2.24737
639	-1.4145	0.994737	1197	1197	-1.08183	1.65217	250.289
640	-1.45739	1	1348	1348	0.147375	0.49683	393.321
641	-3.55188	0.857895	16	16	-0.255409	-0.619908	4.2
642	-1.62075	1	2620	2620	0.85776	1.44301	889.521
643	-3.15264	0.905263	84	84	-1.63965	1.90908	14.1895
644	-3.44295	0.873684	26	26	0.508918	1.6626	8.28947
645	-2.85987	0.968421	63	63	-0.681973	-2.22095	14.7737
646	-2.8079	0.989474	130	130	-0.428245	-1.60114	32.8421
647	-2.76594	0.968421	280	280	1.63343	5.91821	109.874
648	-1.61765	1	938	938	-0.809683	-0.318248	213.279
649	-1.09844	1	2999	2999	0.545264	1.52125	955.205
650	-2.61327	0.984211	136	136	-0.760958	-1.75249	31.2737
651	-1.13198	1	6444	6444	0.212315	2.26029	1908.26
652	-3.34619	0.968421	31	31	0.0184251	-2.29737	8.77895
653	-1.3532	0.994737	3129	3129	0.432525	4.15206	972.905
654	-1.56202	0.994737	1905	1905	0.0836502	3.07727	547.674
655	-2.93865	0.968421	71	71	0.102389	0.63023	20.5158
656	-2.9504	0.942105	73	73	0.843017	2.18092	24.8316
657	-3.28399	0.947368	44	44	0.0111585	-0.191266	12.4368
658	-1.67985	0.994737	1803	1803	1.11633	3.37612	643.521
659	-2.36552	0.994737	341	341	0.735821	0.184068	113.074
660	-1.89255	0.994737	1002	1002	0.0386903	1.8869	285.042
661	-1.01582	1	6124	6124	0.441827	2.2601	1907.91
662	-2.50017	0.989474	233	233	-0.775997	-0.279109	53.4211
663	-3.35195	0.889474	24	24	-0.883514	0.0779473	5.21579
664	-3.53545	0.957895	24	24	-0.298158	-2.73721	6.24211
665	-1.62509	1	1316	1316	-0.205429	0.360746	352.758
666	-2.33728	0.978947	178	178	-0.00775638	1.58875	50.0789
667	-1.57779	1	2012	2012	1.3667	1.25635	751.958
668	-3.91338	0.6	6	6	-1.07439	-0.822844	1.12105
669	-2.90581	0.968421	75	75	-0.162148	-1.09711	20.3
670	-2.10495	0.994737	239	239	-1.02394	-1.59666	50.7842
671	-3.71518	0.942105	16	16	-0.702173	-2.97804	3.65789
672	-2.35496	0.994737	407	407	-0.742285	-0.175776	94.3263
673	-2.71125	0.984211	226	226	2.01963	2.30106	94.6474
674	-1.01786	1	5515	5515	0.681547	2.20313	1806.99
675	-1.03567	1	7981	7981	-0.342198	2.34338	2066.17
676	-1.13836	1	3241	3241	-0.456617	1.34498	814.105
677	-2.25714	1	796	796	1.93961	0.269212	328.321
678	-3.55131	0.884211	26	26	-0.388693	0.0501369	6.59474
679	-3.58348	0.889474	18	18	0.327851	-0.537487	5.51579
680	-2.91737	0.942105	118	118	1.87932	2.55878	48.4263
681	-1.77621	1	1154	1154	-1.16437	-0.180399	234.884
682	-3.71291	0.805263	20	20	0.826204	2.89834	6.86316
683	-3.44429	0.947368	34	34	-1.37057	-2.7262	6.25789
684	-3.73259	0.831579	9	9	-0.057057	-0.539323	2.49474
685	-1.82964	0.994737	1019	1019	0.641792	2.15848	331.232
686	-2.70744	0.989474	115	115	-0.289537	-1.86999	30.1368
687	-1.43058	0.994737	1680	1680	-1.76522	1.8166	274.158
688	-2.76543	0.984211	131	131	-0.23879	-0.401084	34.7895
689	-2.61432	0.989474	272	272	0.143503	0.658355	79.3105
690	-3.1977	0.926316	50	50	0.615012	2.45085	16.2474
691	-2.21344	0.984211	533	533	-1.63873	2.20095	91.3474
692	-2.86801	0.968421	107	107	-0.530842	1.44268	26.2684
693	-3.42239	0.9	23	23	-0.111668	0.693816	6.29474
694	-3.88373	0.573684	13	13	0.780385	3.4439	4.45263
695	-2.85363	0.957895	75	75	1.04755	2.44232	26.5684
696	-2.73175	0.968421	136	136	1.03265	2.52116	47.9158
697	-1.25023	1	4739	4739	1.21786	2.15342	1723.48
698	-2.7199	0.915789	105	105	-0.566996	1.34466	25.5158
699	-2.54612	0.978947	242	242	1.94897	3.87644	100.168
700	-2.19066	0.989474	301	301	-0.49098	0.524285	74.8474
701	-1.32211	1	2408	2408	1.17133	1.41638	868.3
702	-1.81923	1	1018	1018	-0.305046	-0.00833356	266.047
703	-2.6073	0.968421	117	117	0.215087	1.43556	34.7
704	-1.44505	1	2141	2141	-0.145446	0.965814	582.553
705	-2.99229	0.978947	62	62	0.30854	-1.35034	18.8053
706	-1.65162	0.989474	880	880	0.405646	3.59667	272.074
707	-3.19464	0.963158	32	32	-0.196954	-3.47863	8.56842
708	-1.15711	1	5217	5217	0.501976	2.10525	1646.43
709	-3.23191	0.942105	24	24	-1.5139	-4.81467	4.11053
710	-3.79142	0.652632	8	8	-0.837327	0.240408	1.69474
711	-2.42759	0.994737	182	182	1.04006	-1.01372	64.1632
712	-2.13725	0.994737	627	627	0.852856	1.35859	212.763
713	-2.4213	1	300	300	0.931047	-1.53604	103.453
714	-1.52936	1	1436	1436	-0.536812	0.36135	352.926
715	-3.46451	0.921053	16	16	-1.41353	-5.62927	2.79474
716	-1.25771	0.994737	5212	5212	1.41556	5.50046	1964.7
717	-2.09321	0.947368	555	555	0.72278	6.2428	183.479
718	-2.16499	0.978947	233	233	-0.837653	0.703176	52.4474
719	-3.29254	0.905263	24	24	-0.133057	-0.771525	6.53158
720	-2.57913	0.989474	109	109	-0.855544	-2.60536	24.3368
721	-3.62322	0.515789	6	6	-1.71904	-3.05691	0.778947
722	-3.27506	0.952632	35	35	-1.70834	-4.42102	5.60526
723	-2.51209	1	146	146	-1.28011	-5.52824	28.4158
724	-2.44064	1	395	395	0.927266	-1.02833	136.068
725	-1.94024	0.994737	777	777	1.37432	1.92375	290.916
726	-1.83722	1	976	976	-0.580711	-0.168017	236.963
727	-1.81863	1	357	357	-1.43836	-2.55867	65.9368
728	-1.75077	0.994737	984	984	0.316392	1.9691	298.311
729	-2.83916	0.984211	118	118	-2.01174	-2.76464	17.0263
730	-1.05407	1	3399	3399	-0.699234	1.3233	798.389
731	-3.35864	0.936842	35	35	0.668126	1.1445	11.5316
732	-1.94178	1	1466	1466	-1.3147	0.0776543	283.616
733	-2.07296	0.994737	507	507	-0.0407167	0.611014	141.516
734	-2.24194	0.994737	421	421	-0.182953	0.190835	113.468
735	-1.46559	1	2050	2050	-0.304085	0.868709	535.932
736	-3.75767	0.931579	20	20	-0.830493	-4.43306	4.40526
737	-3.41114	0.878947	21	21	-0.86412	-3.05927	4.57895
738	-1.24049	1	5878	5878	1.43199	2.41922	2222.21
739	-2.63081	0.984211	147	147	0.0269965	0.0947352	41.7053
740	-3.07039	0.942105	37	37	0.247224	-0.575015	11.0789
741	-3.93591	0.747368	10	10	0.544878	1.16127	3.25789
742	-3.15746	0.957895	54	54	-0.22887	-0.517303	14.3579
743	-1.75561	0.989474	653	653	0.913951	3.10993	224.268
744	-2.15164	0.994737	373	373	0.164815	0.117696	109.289
745	-1.42855	1	2788	2788	-0.00721912	1.30373	784.5
746	-3.4545	0.873684	11	11	-0.440131	-1.1689	2.71579
747	-3.42473	0.926316	54	54	-1.26029	0.0215601	10.4684
748	-2.46641	0.989474	260	260	1.92937	1.35257	107.253
749	-1.12121	1	3874	3874	-0.0432139	1.65568	1080.72
750	-1.53543	0.994737	2831	2831	1.14494	4.23381	1015.78
751	-1.6515	0.994737	1581	1581	0.378816	2.85694	485.905
752	-2.3587	0.984211	278	278	0.305111	0.793541	84.1
753	-1.00891	1	5271	5271	0.506498	2.11711	1665.07
754	-1.17714	1	4551	4551	0.982268	2.06384	1583.09
755	-1.32081	1	3868	3868	0.533711	1.79428	1228.96
756	-1.07706	1	3256	3256	-0.838583	1.2297	734.311
757	-2.88916	0.963158	95	95	-0.238549	1.30571	25.2211
758	-2.45636	0.973684	291	291	-0.127143	3.06498	79.5211
759	-2.12999	0.994737	985	985	-0.204372	1.74909	264.095
760	-3.30179	0.973684	40	40	-0.431856	-3.92406	10.0526
761	-1.99806	1	292	292	-0.381308	-2.24431	74.7737
762	-1.88329	1	1049	1049	0.203164	0.194981	310.021
763	-1.22329	1	2848	2848	-0.431511	1.20785	720.184
764	-1.44413	1	2754	2754	0.580822	1.43585	883.758
765	-3.83769	0.631579	7	7	-0.779572	-1.06321	1.50526
766	-2.91586	0.910526	65	65	-1.16709	-0.0312655	13.0579
767	-3.74003	0.742105	13	13	-1.14216	-0.520567	2.51053
768	-1.11554	0.994737	5330	5330	-0.92697	4.50355	1170.48
769	-3.32249	0.863158	27	27	-0.694411	0.671396	6.25263
770	-1.0973	1	4014	4014	-0.315238	1.62069	1046.42
771	-2.573	0.963158	345	345	1.53012	4.9418	132.916
772	-2.02321	0.989474	853	853	0.293248	3.45454	257.274
773	-3.04766	0.978947	70	70	0.287961	-0.968466	21.1263
774	-3.99054	0.805263	10	10	0.492642	1.1201	3.21579
775	-1.48104	1	1732	1732	0.0973309	0.785874	499.532
776	-1.37625	0.994737	3963	3963	0.550345	4.64977	1263.57
777	-3.59078	0.921053	20	20	-1.14977	-2.669	3.93158
778	-1.50324	1	2055	2055	0.738285	1.14499	681.221
779	-2.63978	0.978947	105	105	1.0368	0.703937	37.0579
780	-1.63209	1	1578	1578	0.0030682	0.647962	445.116
781	-1.30308	1	4161	4161	1.11538	1.99588	1484.65
782	-3.16768	0.926316	44	44	0.508786	1.85156	13.9789
783	-3.47478	0.9	17	17	-0.170254	0.470345	4.57368
784	-1.49095	1	1815	1815	0.194595	0.867408	535.337
785	-1.96069	0.989474	882	882	0.321564	3.55539	267.7
786	-2.49427	0.984211	270	270	-0.149721	1.59678	73.3684
787	-3.75641	0.821053	9	9	0.813385	1.04209	3.13684
788	-3.87633	0.9	14	14	-0.321129	-1.1262	3.6
789	-3.22269	0.910526	60	60	0.938974	4.81131	20.8316
790	-1.54325	1	2507	2507	-1.90316	0.473575	386.005
791	-3.73808	0.821053	12	12	-0.32767	0.082379	3.07368
792	-2.03141	0.994737	563	563	0.370072	0.979457	172.737
793	-1.31184	1	4053	4053	0.760499	1.89437	1349.49
794	-1.19816	1	5895	5895	-0.169195	2.07151	1594.63
795	-2.54783	0.994737	233	233	-0.438718	-1.22534	58.7474
796	-1.9308	0.994737	804	804	0.528494	1.68746	255.232
797	-2.18841	0.978947	237	237	0.104017	1.41071	68.4737
798	-1.77652	0.994737	1293	1293	1.38888	2.85443	485.242
799	-2.15778	0.984211	393	393	-0.649619	2.26769	93.5368
800	-1.29964	1	2521	2521	-0.582571	1.02249	611.895
801	-2.41833	0.957895	393	393	-1.01993	4.70451	83.7105
802	-1.83499	1	1350	1350	-0.632183	0.248671	323.126
803	-1.35048	1	2215	2215	-0.448098	0.915063	557.632
804	-1.4263	1	3512	3512	-1.84818	0.907097	553.832
805	-3.60867	0.757895	10	10	0.714647	1.29313	3.39474
806	-2.08751	1	622	622	0.896579	-0.320829	212.9
807	-2.78826	0.973684	83	83	-1.25624	-1.8715	16.2105
808	-1.65635	0.994737	1401	1401	-2.02923	1.27981	203.711
809	-3.83962	0.726316	6	6	-0.925627	-1.71414	1.2
810	-1.27349	1	4204	4204	0.932752	1.96966	1448.41
811	-2.00509	0.989474	617	617	-0.798106	1.98399	140.732
812	-2.41354	0.978947	222	222	0.391147	2.56653	68.4632
813	-3.397	0.942105	15	15	-1.69199	-8.65136	2.28947
814	-2.91676	0.942105	68	68	0.704025	1.81069	22.4842
815	-2.86276	0.978947	222	222	0.574355	2.69594	71.2211
816	-3.11405	0.884211	53	53	-1.36052	1.44067	9.9
817	-2.35411	0.994737	289	289	-1.13985	-1.20764	59.1737
818	-1.85012	0.994737	478	478	-0.854765	0.0793475	107.174
819	-2.31979	1	293	293	-1.18739	-2.85636	59.0526
820	-1.59418	1	1004	1004	-0.275031	-0.0166853	264.416
821	-2.04821	0.989474	728	728	-0.112737	2.82311	199.674
822	-2.41652	0.973684	250	250	-0.500348	2.24756	61.9947
823	-3.94758	0.542105	3	3	0.670507	1.35733	1.05789
824	-3.19576	0.957895	38	38	0.989755	0.0482979	13.3789
825	-3.88497	0.763158	5	5	1.07668	0.555079	1.90526
826	-3.90449	0.505263	10	10	-0.682682	1.04699	2.26842
827	-3.94722	0.821053	12	12	-1.06498	-1.60232	2.37895
828	-1.39325	1	1879	1879	-0.164724	0.807675	508.826
829	-1.67365	1	2389	2389	-1.95218	0.386227	359.953
830	-1.69329	1	2157	2157	0.949157	1.24683	745.6
831	-2.94842	0.942105	91	91	-0.522848	1.79357	22.3789
832	-1.74607	0.994737	885	885	-0.0838787	1.6096	244.458
833	-2.5672	0.963158	127	127	-0.140474	1.42435	34.5789
834	-2.53325	0.994737	322	322	0.0387378	-0.235528	91.6053
835	-3.73184	0.8	8	8	0.374118	-0.526806	2.50526
836	-1.49802	0.989474	1507	1507	-0.665421	4.30344	357.347
837	-1.00075	1	5665	5665	0.278533	2.1407	1702.78
838	-1.74904	0.994737	1202	1202	-0.59257	1.92361	290.895
839	-2.73376	0.984211	90	90	0.0646527	-1.28748	25.7684
840	-2.06013	0.989474	705	705	1.76939	3.69493	282.737
841	-2.79286	0.963158	124	124	-0.93169	2.51429	27.0579
842	-1.51971	1	1484	1484	-0.276578	0.488542	390.695
843	-1.65971	1	1335	1335	-0.565453	0.258212	325.526
844	-1.13637	1	3092	3092	-0.244914	1.35389	820.658
845	-3.36064	0.963158	40	40	0.243242	-1.13319	11.9632
846	-2.25506	1	406	406	1.01479	-0.952122	142.253
847	-2.62014	0.984211	177	177	-0.121729	0.492497	48.4263
848	-1.12005	1	5474	5474	0.988283	2.25924	1906.34
849	-1.3117	1	2981	2981	-0.882629	1.11499	663.458
