Sim	LOG10_THETA_NOW	LOG10_OLD_SIZE_RELATIVE	LOG10_T_BOT	H_1	S_1	prS_1	D_1	FS_1	Pi_1
333	-3.20971	-0.750287	2.63227	0.947368	13	13	-1.24636	-14.9318	2.40526
334	-2.57059	0.723771	2.94433	1	358	358	1.2668	-1.08732	131.547
335	-1.54479	-0.250664	2.39768	1	1552	1552	-0.234204	0.556961	413.021
336	-1.44565	1.71414	2.70109	1	19785	19785	3.82265	3.40282e+38	10655.6
337	-2.81873	-1.81422	2.04844	0.778947	7	7	-1.11285	-3.8452	1.30526
338	-1.50995	-0.144725	1.41045	1	1510	1510	-0.207932	0.531414	404.511
339	-2.42307	1.52374	1.6703	1	6663	6663	0.484995	2.3579	2095.15
340	-3.05544	-1.76978	1.13459	0.521053	7	7	-2.12144	-4.98359	0.7
341	-2.90043	-0.686247	1.97554	1	38	38	-0.496142	-12.9733	9.37368
342	-3.81819	1.46786	1.01083	1	324	324	-0.174433	-1.88446	87.5053
343	-2.07815	1.58962	1.20453	1	12935	12935	1.52282	3.24606	4968.8
344	-1.34416	-1.91301	2.76917	1	2748	2748	-0.262409	1.21709	726.121
345	-1.10552	1.23268	2.789	1	5513	5513	1.07323	2.28367	1951.38
346	-3.90754	0.412693	1.39226	0.994737	25	25	0.208479	-11.89	7.42632
347	-3.96404	-0.0492082	2.9774	0.931579	8	8	0.130255	-8.48265	2.34211
348	-3.56312	-1.57919	2.62598	0	0	0	0	0	0
349	-2.27176	1.20575	2.49837	1	4981	4981	0.319011	2.01434	1510.73
350	-1.74171	1.31519	2.01835	1	12960	12960	1.40596	3.22701	4876.69
351	-2.52177	0.864195	2.87103	1	1456	1456	0.15189	0.59266	425.274
352	-2.10316	0.408208	1.65902	1	1175	1175	-0.129736	0.239912	320.942
353	-3.09111	1.38981	1.6523	1	1285	1285	0.203974	0.453534	379.832
354	-3.99639	1.84838	2.10707	1	277	277	1.67307	-1.42593	109.442
355	-2.41057	0.745321	1.62284	1	1479	1479	0.0395749	0.57983	420.821
356	-3.95937	-1.29354	1.26289	0	0	0	0	0	0
357	-3.03904	-0.45513	2.89953	0.994737	24	24	-0.409225	-13.8173	6.04737
358	-2.74858	-0.869875	2.27063	1	69	69	-0.732749	-8.80722	15.9474
359	-1.68464	-1.8118	2.40934	1	995	995	-0.696481	-0.186754	233.826
360	-2.31415	-1.06385	1.91691	1	33	33	-1.37049	-17.2584	6.06842
361	-1.96981	-0.790516	2.66842	1	138	138	-0.322415	-4.52504	35.8632
362	-1.29673	0.545495	1.88928	1	6567	6567	0.371283	2.3171	2014.81
363	-3.08815	-0.548133	2.60599	0.994737	18	18	0.409808	-14.5353	5.62632
364	-2.61406	-1.09343	2.71485	0.926316	12	12	-0.679566	-7.35454	2.74211
365	-3.40027	1.55387	2.85522	1	801	801	0.23932	-0.157874	238.684
366	-2.98386	-1.61811	2.68902	1	54	54	-0.315403	-9.70471	14.0316
367	-1.007	-1.90487	1.33399	1	1530	1530	-1.87413	-0.159234	238.453
368	-3.27452	1.66864	1.17034	1	1685	1685	0.14553	0.766501	491.437
369	-2.79934	1.7938	1.42109	1	5174	5174	-0.226255	1.91802	1379.76
370	-2.4224	1.61921	1.92579	1	8219	8219	0.793216	2.64173	2754.55
371	-1.82261	-1.75481	1.97906	0.984211	16	16	-0.0125078	-13.8943	4.49474
372	-1.65288	0.159375	2.85455	1	1447	1447	0.141204	0.582102	421.605
373	-3.59168	0.72355	1.78991	1	75	75	-0.0859708	-7.17772	20.6947
374	-3.34472	0.165168	2.18312	1	43	43	-0.216788	-11.2582	11.4632
375	-2.85007	1.54304	2.38109	1	3316	3316	-0.21783	1.43883	886.147
376	-2.22554	0.159342	2.68211	1	552	552	0.451263	-0.638982	172.384
377	-3.5502	0.966796	2.9449	1	148	148	0.361073	-3.66639	45.3579
378	-1.22397	-0.72967	1.54527	1	1721	1721	-1.07469	0.389022	360.753
379	-2.6615	-1.01311	2.88751	0.957895	16	16	-0.845311	-9.25129	3.48421
380	-1.22989	-0.78713	1.81222	1	650	650	-0.37593	-0.691365	166.753
381	-1.95817	-0.87506	2.10257	1	107	107	-0.779963	-6.26868	24.4421
382	-3.24024	0.181343	2.11833	1	57	57	0.265442	-8.33727	17.1211
383	-2.018	-0.124606	2.10684	1	466	466	-0.355554	-1.2499	120.174
384	-2.36932	-1.41875	1.90633	0.889474	13	13	-1.39224	-5.3823	2.25789
385	-2.92667	-1.02877	2.67723	1	69	69	0.0172797	-7.51719	19.5316
386	-3.34791	0.496234	2.45999	1	65	65	-0.303521	-8.40151	16.9526
387	-3.09245	-1.54511	2.33429	1	28	28	-0.558252	-16.1166	6.76316
388	-3.59187	-1.81511	2.6483	0	0	0	0	0	0
389	-1.50669	-1.11322	1.07614	1	158	158	-0.225935	-3.92315	42.1053
390	-2.12826	0.782976	2.39354	1	2731	2731	0.286408	1.35617	822.347
391	-3.39626	0.91857	1.17345	1	299	299	0.260764	-1.83432	89.5526
392	-1.39436	0.594304	2.43234	1	8502	8502	0.597303	2.63533	2737.52
393	-2.19153	1.32013	1.51246	1	5571	5571	0.297833	2.12762	1681.75
394	-2.2896	-0.560448	2.71293	1	131	131	-0.194061	-4.60079	35.1895
395	-1.89727	-0.681644	1.43037	1	204	204	-0.108445	-3.0077	56
396	-3.62267	1.45368	2.9278	1	504	504	0.166026	-0.888795	147.705
397	-3.43546	1.2951	1.91367	1	578	578	0.419229	-0.578225	179.253
398	-1.14895	1.21835	2.28321	1	19278	19278	3.31045	3.92574	9719.45
399	-2.34059	-1.96567	2.92227	1	291	291	-0.102547	-2.08531	80.0053
400	-3.2094	-0.519565	1.8921	0.984211	23	23	-0.879636	-12.8504	5
401	-2.6561	-0.649786	2.84172	1	69	69	-1.11492	-9.65858	14.1211
402	-2.00252	1.84291	2.73441	1	9129	9129	1.47648	2.88179	3478.43
403	-3.07554	-1.14283	1.33416	0.768421	5	5	1.47662	-1.07036	2.08947
404	-1.68822	1.56873	2.11929	1	7306	7306	1.34386	2.62824	2718.78
405	-3.90219	-1.68743	2.81482	0.568421	2	2	0.282154	0.236982	0.631579
406	-3.33886	-0.615749	1.31354	0.773684	6	6	-0.925627	-4.2046	1.2
407	-2.05037	1.6747	2.29855	1	13898	13898	1.20174	3.26035	5039.04
408	-1.46263	1.58294	2.66741	1	7635	7635	1.75214	2.74695	3050.56
409	-2.56975	-1.99643	2.9174	0.568421	4	4	-1.03003	-1.95062	0.726316
410	-3.83859	-1.71313	2.25707	0	0	0	0	0	0
411	-1.44848	-0.485239	1.08588	1	903	903	-0.0785733	-0.094841	249.753
412	-2.67695	-0.817834	1.79273	1	38	38	-1.4939	-16.238	6.68421
413	-2.51475	-1.83016	2.22852	0.984211	19	19	-1.72283	-18.5665	2.91579
414	-3.20003	0.201269	2.22853	1	80	80	-0.531707	-7.49151	19.6158
415	-1.4438	1.67986	2.41426	1	19199	19199	3.20058	3.90672	9537.97
416	-3.49592	1.18195	2.35924	1	127	127	0.423208	-4.15755	39.4684
417	-2.53576	1.15355	2.45531	1	2730	2730	0.121163	1.31396	791.732
418	-2.22	-0.943589	2.27248	1	48	48	-0.199493	-10.3553	12.8579
419	-3.73121	1.4598	2.21224	1	425	425	0.262759	-1.14507	127.332
420	-3.19157	0.425814	1.07123	1	132	132	0.265035	-4.14571	39.5947
421	-2.05256	0.917231	1.27732	1	5005	5005	0.510967	2.06348	1582.55
422	-1.0899	-1.84712	2.59427	1	117	117	-0.85167	-5.92485	26.1632
423	-2.49123	-1.31876	1.65229	1	94	94	-1.06534	-7.49151	19.6158
424	-3.29278	-0.542271	1.42854	0.931579	12	12	0.811805	-4.76464	4.14737
425	-3.55151	-1.28805	2.66979	0.1	1	1	-1.16439	-0.879302	0.1
426	-1.00307	1.15965	1.91894	1	18565	18565	3.03967	3.85062	9022.41
427	-1.42534	1.53981	1.25599	1	19419	19419	3.01792	3.89299	9409.06
428	-3.21396	0.304175	1.10987	1	88	88	0.175706	-5.98101	25.8684
429	-1.46911	0.147276	2.68376	1	2755	2755	0.310658	1.37187	834.063
430	-1.31225	-0.739257	1.54763	1	717	717	-0.944952	-0.793736	156.468
431	-1.5229	0.198667	2.51687	1	3100	3100	-0.277571	1.34754	815.979
432	-2.12575	1.3853	2.26026	1	2597	2597	1.55689	1.57537	1003.73
433	-1.86234	0.884668	1.28297	1	6029	6029	0.773713	2.31602	2012.72
434	-1.444	-0.161715	2.18842	1	1570	1570	0.317605	0.728662	476.063
435	-1.81451	0.407367	1.25631	1	2955	2955	0.513098	1.4976	934.805
436	-1.39552	-0.0722119	1.45822	1	1946	1946	-0.127563	0.859709	531.832
437	-3.40002	1.10592	1.95461	1	227	227	0.815326	-2.18892	76.5316
438	-1.53028	-0.528231	2.03874	1	870	870	-0.763188	-0.408613	200.532
439	-3.71392	-1.54508	2.71499	0	0	0	0	0	0
440	-3.01142	1.99959	1.52802	1	5724	5724	0.0970394	2.108	1650.73
441	-1.77448	0.104611	1.26772	1	1473	1473	0.5464	0.711602	469.316
442	-1.24576	0.291955	2.22904	1	6458	6458	0.281504	2.27886	1942.42
443	-1.91716	-1.73841	1.83723	1	85	85	-2.14105	-11.2843	11.4263
444	-2.42723	1.62348	1.61266	1	4048	4048	1.37935	2.01811	1516.12
445	-1.34466	0.578827	2.53451	1	8303	8303	0.506979	2.59121	2623.08
446	-1.74085	0.520923	1.89709	1	3643	3643	0.251472	1.66335	1088.4
447	-2.04167	0.46132	2.43628	1	1850	1850	0.194708	0.889781	545.674
448	-1.29359	-1.91511	1.22795	1	45	45	0.00833629	-10.4435	12.7105
449	-3.57773	-1.74897	1.89909	0.368421	4	4	-1.40841	-2.57253	0.578947
450	-3.5006	-0.707042	2.78732	0.931579	11	11	-0.819412	-6.60811	2.38421
451	-3.08583	1.33039	1.11197	1	865	865	1.11809	0.190346	308.921
452	-2.41358	1.55655	2.29364	1	7035	7035	0.55403	2.42971	2244.74
453	-3.60821	-1.03134	2.22277	0	0	0	0	0	0
454	-3.79731	-1.02885	2.25573	0	0	0	0	0	0
455	-1.27252	-1.71559	1.93706	1	638	638	-1.92502	-1.66442	97.0842
456	-1.84343	-0.834884	2.60124	1	832	832	-0.57506	-0.395584	202.305
457	-3.87322	0.344066	1.93654	0.994737	20	20	-0.305458	-15.3747	5.18421
458	-2.48644	-0.331223	1.47659	1	97	97	-0.0180645	-5.73172	27.2211
459	-2.09291	0.100358	1.28333	1	656	656	-0.169493	-0.594154	177.416
460	-1.5728	-1.17698	1.04983	1	193	193	-1.24617	-4.29319	38.0684
461	-1.71373	0.58816	1.86721	1	4338	4338	-0.146191	1.75072	1180.15
462	-1.43382	1.29079	1.68028	1	17378	17378	1.8995	3.61048	7115.02
463	-3.3622	1.45412	2.39639	1	84	84	2.65086	-4.20049	39.0158
464	-1.16771	-0.0941328	1.13286	1	4166	4166	0.0913376	1.76852	1199.83
465	-2.87653	0.123586	1.77429	1	130	130	-0.0641493	-4.50187	36.0737
466	-1.95325	-0.235745	1.21137	1	415	415	-0.566929	-1.58211	101.095
467	-1.95883	1.85738	2.26792	1	18006	18006	1.86313	3.64036	7328.15
468	-2.28923	1.22066	2.13804	1	4081	4081	0.512949	1.847	1290.94
469	-3.82392	0.420008	1.04132	0.994737	24	24	-0.373203	-13.7157	6.11053
470	-3.45918	-0.703396	2.95166	0.973684	10	10	-0.0558426	-13.5075	2.77368
471	-1.95783	1.7495	1.23475	1	17388	17388	2.24959	3.66757	7527.89
472	-1.80308	1.18892	2.06003	1	11744	11744	1.06861	3.06322	4153.08
473	-2.43448	-1.29073	1.35021	0.994737	12	12	0.526936	-18.5595	3.87895
474	-2.09702	-1.12101	1.38614	1	34	34	0.358157	-12.0237	10.4526
475	-3.14398	1.3144	2.66946	1	969	969	0.273525	0.111661	290.968
476	-1.85027	-1.93605	1.47354	0.994737	27	27	-0.815533	-13.8687	6.01579
477	-3.01954	1.04328	2.65344	1	851	851	-0.619357	-0.380469	204.389
478	-3.47087	-0.9232	2.68895	0.842105	4	4	0.41594	-2.62466	1.28947
479	-3.67441	-1.16068	2.01429	0	0	0	0	0	0
480	-3.84931	1.54374	1.97464	1	352	352	-0.473246	-1.87308	87.9632
481	-2.16164	1.22144	2.47105	1	5479	5479	1.51875	2.36196	2103.31
482	-2.11192	0.212133	2.64385	1	873	873	0.551644	0.0532781	278.489
483	-1.78979	-0.96063	1.7071	1	167	167	0.0784255	-3.48232	47.9632
484	-3.38134	0.826518	2.6725	1	180	180	-0.0460098	-3.33898	50.1737
485	-1.45865	1.63019	1.45033	1	17727	17727	2.66699	3.75054	8171.53
486	-1.95277	0.57631	1.06904	1	2524	2524	0.254364	1.26026	754.584
487	-3.95748	-0.521019	2.7976	0.568421	4	4	-1.20571	-2.21843	0.657895
488	-3.30862	0.560143	1.92683	1	115	115	0.402112	-4.5567	35.5789
489	-1.45976	0.299553	1.72605	1	3675	3675	0.319335	1.6892	1114.72
490	-3.29835	0.120561	1.98115	1	28	28	-0.095094	-14.8139	7.7
491	-3.8177	1.6767	2.90243	1	622	622	0.290417	-0.509419	187.495
492	-3.81575	-1.19841	1.14802	0	0	0	0	0	0
493	-1.33071	-1.45041	1.30285	1	146	146	-1.24678	-5.4743	28.7474
494	-2.94764	1.38914	1.29874	1	1393	1393	-0.295543	0.403591	364.958
495	-2.39766	-1.35745	1.53267	1	21	21	0.316725	-16.6747	6.41053
496	-3.60647	-0.83286	1.49233	0.721053	5	5	-0.900163	-2.27769	0.994737
497	-2.09094	-0.262495	1.51001	1	326	326	0.23382	-1.66531	97.0421
498	-2.44329	0.543404	2.54621	1	923	923	-0.0595155	-0.0583321	256.468
499	-3.56897	-1.64894	2.06197	0.194737	2	2	-1.51284	-1.86305	0.2
500	-1.40441	-1.25106	2.7296	1	299	299	-0.719325	-2.41567	69.7316
501	-3.21298	0.952661	2.92825	1	339	339	0.405893	-1.50944	104.853
502	-1.82947	-1.31348	2.20117	1	69	69	-0.163344	-7.79114	18.6684
503	-2.51462	1.7146	2.95776	1	209	209	0.174427	-2.74932	61.3842
504	-1.24972	1.41889	1.57532	1	19331	19331	3.31218	3.92875	9748.42
505	-2.24888	1.4538	2.06087	1	7982	7982	1.08669	2.67051	2832.45
506	-3.43595	1.5471	1.04992	1	994	994	-0.0819022	0.0348901	274.7
507	-3.5469	-0.346955	1.77332	0.952632	12	12	-1.23813	-10.939	2.21579
508	-3.07678	1.91096	2.86706	1	1969	1969	1.36259	1.23129	735.347
509	-3.46375	-0.649268	1.3046	0.936842	14	14	-1.09254	-9.11718	2.76842
510	-3.39818	-0.434235	1.69739	0.857895	8	8	0.216787	-5.04419	2.4
511	-1.15373	-0.433778	2.97694	1	3978	3978	-0.209143	1.64019	1065.38
512	-2.60381	1.54533	1.23743	1	3991	3991	0.262	1.76435	1195.19
513	-2.97059	-1.52911	1.95707	0	0	0	0	0	0
514	-3.08473	1.54824	1.65762	1	1727	1727	-0.310282	0.663171	450.763
515	-2.44865	0.505773	2.14242	1	880	880	0.154994	-0.0542894	257.226
516	-3.03382	-1.16342	1.29287	0.363158	3	3	-1.44071	-2.13527	0.389474
517	-3.71899	0.349295	2.85658	1	28	28	0.0870469	-14.3618	8.06842
518	-2.76601	-0.394699	1.92998	1	44	44	0.921495	-9.10974	15.2579
519	-3.7544	-0.34915	2.41896	0.868421	8	8	-1.15985	-4.68038	1.47895
520	-3.15256	-1.4484	2.64445	1	46	46	0.417458	-9.55974	14.3158
521	-1.22676	1.04087	2.47306	1	17498	17498	1.94364	3.62475	7216.01
522	-3.99233	0.897539	1.06463	1	64	64	0.551405	-7.23533	20.4895
523	-3.92638	0.259899	1.54464	0.994737	15	15	0.586486	-15.9685	4.9
524	-3.98882	1.78948	1.96753	1	383	383	0.550725	-1.2193	122.2
525	-1.21748	0.30303	2.51183	1	5191	5191	1.24795	2.25483	1898.34
526	-1.70259	1.92325	2.04183	1	19772	19772	3.65908	3.40282e+38	10431.4
527	-1.83454	0.87328	2.13713	1	5861	5861	0.550563	2.2384	1868.78
528	-1.41981	0.417705	1.9696	1	5860	5860	-0.240492	2.04634	1557.09
529	-2.21375	-1.97505	1.09948	0.989474	24	24	-1.76005	-15.9729	3.67895
530	-1.74147	-1.20375	2.21981	1	81	81	0.0622237	-6.54784	23.1789
531	-1.02468	-0.58987	2.31083	1	2072	2072	-0.209301	0.90931	554.884
532	-3.87809	-0.0632885	2.12191	0.963158	7	7	0.281648	-11.2286	2.14211
533	-2.51381	1.96464	2.42783	1	3362	3362	2.30032	1.98338	1467.26
534	-3.50772	-1.12881	1.87923	0.368421	4	4	-1.86788	-3.65405	0.4
535	-3.40633	0.921164	2.90563	1	181	181	-0.272349	-3.50229	47.6684
536	-2.59503	1.33301	1.82927	1	2108	2108	0.370925	1.08591	646.737
537	-2.7201	1.67914	1.69662	1	4319	4319	0.79035	1.96841	1446.71
538	-2.3669	1.99835	1.7331	1	14387	14387	1.68303	3.38231	5681.32
539	-1.96318	1.05902	1.10378	1	7239	7239	0.812897	2.51447	2435.69
540	-1.90574	-0.787536	1.56441	1	147	147	-0.26881	-4.22687	38.7421
541	-3.62042	1.35309	2.81449	0.968421	66	66	1.46303	0.449945	25.3
542	-3.4073	0.606187	1.36157	1	108	108	0.243328	-4.96359	32.2421
543	-1.65579	-1.48018	1.80906	1	64	64	-0.457901	-8.78276	16.0053
544	-3.76067	0.441275	2.25044	1	47	47	-0.173967	-10.4658	12.6737
545	-1.79787	1.56265	2.9775	1	16037	16037	1.42782	3.44748	6058.03
546	-1.47681	-0.968649	1.42639	1	276	276	0.243939	-2.0193	82.3526
547	-1.11469	1.50258	1.51369	1	19860	19860	4.1527	3.40282e+38	11136.1
548	-3.17668	1.15227	1.03421	1	554	554	-0.430767	-0.978481	140.068
549	-1.68767	1.29144	1.12758	1	13785	13785	0.960804	3.20556	4775.02
550	-3.9386	1.21726	2.60283	0.947368	18	18	-0.682952	-6.20946	4.15263
551	-2.74616	-0.169398	2.11124	1	99	99	-0.239358	-5.90308	26.2789
552	-2.29852	-1.56514	1.93149	1	212	212	-1.05238	-3.72175	44.6211
553	-2.42293	-1.29503	1.88248	0.968421	11	11	0.769956	-10.6597	3.77368
554	-3.29691	-0.0234497	1.21884	0.984211	38	38	-0.695304	-8.03625	8.83684
555	-2.81391	-1.66245	1.26755	0.284211	3	3	-1.72331	-2.74926	0.3
556	-2.54885	-0.494125	2.95998	1	76	76	-0.881572	-8.46266	16.7947
557	-2.69109	1.78753	2.04831	1	4485	4485	1.62703	2.17211	1754.39
558	-3.32896	0.0660236	1.53659	1	41	41	-0.0013884	-11.1954	11.5526
559	-2.98186	1.25002	1.79965	1	998	998	0.147013	0.112619	291.179
560	-1.77697	0.876223	2.7047	1	7504	7504	0.536995	2.49301	2385.79
561	-2.71103	-1.31017	1.28133	0.763158	4	4	1.2673	0.123326	1.62105
562	-3.31031	0.562552	2.58157	1	56	56	0.842169	-7.66001	19.0737
563	-2.68077	-1.53236	1.99262	0.868421	6	6	0.700866	-2.08858	2.06316
564	-1.5438	-0.860367	1.2993	1	411	411	-0.531968	-1.58221	101.089
565	-1.854	0.972456	1.33468	1	7428	7428	0.770372	2.53234	2478.06
566	-3.15039	0.986766	2.34668	1	485	485	0.35359	-0.882386	148.274
567	-2.46977	-0.924877	1.1874	1	35	35	-0.22463	-13.0389	9.30526
568	-2.92118	-0.124873	2.20916	1	60	60	-0.338316	-9.00109	15.5
569	-2.43254	-1.93254	2.97481	1	150	150	-1.30993	-5.45067	28.8947
570	-1.6288	0.780326	1.57331	1	7328	7328	0.616656	2.4857	2369.05
571	-2.92027	1.12417	1.11268	1	1127	1127	-0.143397	0.181329	306.795
572	-3.0913	0.0864238	2.33208	1	55	55	0.0417722	-8.92937	15.6632
573	-2.67745	-1.47583	2.29462	0.931579	10	10	-1.09405	-7.99657	1.93684
574	-3.07381	-0.465724	2.65015	1	23	23	-0.28649	-17.3806	6
575	-2.82721	-1.5048	1.48498	0.847368	4	4	0.686214	-2.35626	1.39474
576	-2.8344	-1.61718	1.30618	0.431579	3	3	-0.975242	-1.40574	0.536842
577	-2.83688	0.861067	2.52478	1	598	598	-0.180622	-0.744707	161.279
578	-1.25408	0.512168	1.09858	1	9643	9643	0.673387	2.78131	3154.17
579	-3.80238	-1.85482	2.27179	0.705263	6	6	-1.23307	-6.51773	1.03684
580	-3.60505	-0.840918	2.37	0.910526	10	10	-1.04181	-7.84739	1.97895
581	-1.38431	1.8796	1.23423	1	19953	19953	4.60572	3.40282e+38	11795.3
582	-1.21999	0.0354949	1.73879	1	3863	3863	0.149709	1.70173	1127.72
583	-1.15281	-0.911441	1.05602	1	538	538	-0.448186	-1.03701	135.389
584	-3.27115	0.634448	1.62124	1	170	170	0.250652	-3.29934	50.8158
585	-2.87714	-1.91982	2.33401	0.1	1	1	-1.16439	-0.879302	0.1
586	-1.16656	-0.494917	2.5117	1	3057	3057	-0.66254	1.21626	725.584
587	-1.96665	0.709639	1.38323	1	3741	3741	0.170288	1.67214	1097.27
588	-2.56846	-0.735187	1.04307	1	35	35	-0.876785	-14.8407	7.67895
589	-1.34012	1.8814	1.72105	1	19989	19989	4.96569	3.40282e+38	12299.7
590	-3.28172	-0.0220938	1.15418	1	34	34	0.861375	-11.1115	11.6737
591	-3.0926	0.969379	1.4966	1	368	368	0.565911	-1.28683	117.795
592	-3.20709	0.692081	1.62005	1	198	198	0.214595	-2.87342	58.6947
593	-2.45304	1.83394	2.88007	1	7324	7324	0.612341	2.4842	2365.63
594	-1.40302	-0.52481	2.70072	1	656	656	-0.476747	-0.719468	163.837
595	-2.3606	-1.41294	2.1323	1	127	127	-1.54877	-6.74193	22.3632
596	-1.75907	1.49968	2.74395	1	16725	16725	1.36427	3.47857	6246.54
597	-3.88706	-0.85734	2.9893	0.984211	12	12	0.52135	-12.7473	3.87368
598	-3.334	0.550394	1.12853	1	97	97	-0.0220161	-5.73637	27.1947
599	-3.78414	0.834091	1.00889	1	63	63	-0.0228286	-8.13909	17.6579
600	-3.06068	-0.451793	2.65484	1	32	32	-0.672305	-15.1003	7.47895
601	-3.54555	-1.8206	2.82207	0.631579	4	4	-0.989486	-1.89308	0.742105
602	-2.04943	-1.41354	1.02931	0.994737	29	29	-0.63988	-12.6452	6.83684
603	-1.76189	-1.70057	1.48955	1	20	20	0.0421996	-17.9399	5.7
604	-2.83778	-0.242039	1.4764	1	46	46	-0.901038	-12.358	10.0526
605	-3.83289	0.159114	1.51971	0.989474	12	12	0.968203	-14.3535	4.29474
606	-3.5915	1.69189	2.37646	1	502	502	1.11146	-0.579313	179.126
607	-3.43941	1.58073	2.90925	1	774	774	0.716421	-0.0634919	255.505
608	-3.27275	0.814987	2.06363	1	259	259	0.605066	-1.98502	83.6158
609	-2.67947	-0.0348413	2.0044	1	139	139	-0.14167	-4.31645	37.8368
610	-2.46381	-0.270068	2.59889	1	123	123	0.711126	-4.04954	40.6474
611	-3.73367	-0.180514	2.92428	0.989474	13	13	0.103067	-15.7157	3.76842
612	-3.7805	-1.43483	1.76745	0.189474	1	1	-0.59155	-0.0965971	0.189474
613	-2.51549	-1.56295	1.71696	0.994737	35	35	-2.17265	-17.0181	4.44737
614	-3.27625	-1.5053	2.23934	0.284211	3	3	-1.72331	-2.74926	0.3
615	-3.84695	-0.321027	1.29598	0.194737	2	2	-1.51284	-1.86305	0.2
616	-1.28599	0.328679	2.89318	1	5472	5472	0.365993	2.12458	1676.92
617	-1.78872	1.15962	1.85053	1	11357	11357	0.769968	2.96926	3788.45
618	-3.36408	-1.61236	2.34396	0	0	0	0	0	0
619	-2.30258	-1.39762	2.55537	1	142	142	-1.6357	-6.32257	24.1895
620	-1.15569	0.258221	2.13438	1	6537	6537	0.00424924	2.22466	1844.45
621	-2.75119	0.139531	1.18885	1	171	171	0.43497	-3.15598	53.2579
622	-3.85782	1.79857	1.98717	1	266	266	1.35505	-1.61669	99.3789
623	-2.2486	0.849174	1.1736	1	2341	2341	-0.0969043	1.08215	644.611
624	-2.86657	0.810151	1.83359	1	668	668	0.0692521	-0.478204	191.405
625	-2.02236	1.24619	1.59096	1	7647	7647	0.524595	2.50986	2424.89
626	-2.49958	1.27668	2.8553	1	3506	3506	0.207312	1.61094	1037.07
627	-1.52511	1.2944	1.29365	1	15577	15577	1.94543	3.50724	6425.71
628	-2.83722	0.680115	2.11486	1	452	452	0.0505723	-1.12261	128.947
629	-3.57953	-0.257212	2.63574	0.968421	11	11	-0.0849318	-10.4173	3.02632
630	-3.46292	-1.02379	1.6406	0.636842	6	6	-1.40167	-3.75366	0.947368
631	-3.42813	0.454868	2.83298	1	80	80	0.215177	-6.4215	23.7368
632	-2.52669	1.41125	2.27632	1	4210	4210	0.234448	1.81504	1252.98
633	-2.57925	1.81635	2.60255	1	4610	4610	1.58432	2.19325	1790.06
634	-3.69883	1.58865	2.71768	1	483	483	-0.357222	-1.18539	124.505
635	-3.90679	0.63491	1.45905	1	52	52	0.285299	-8.91563	15.6947
636	-1.09634	-1.00187	1.527	1	505	505	-0.00284198	-0.952184	142.247
637	-2.64752	-0.10767	1.92264	1	137	137	-0.363841	-4.59779	35.2158
638	-1.1496	0.255931	1.04211	1	6764	6764	0.340381	2.34087	2061.21
639	-1.95177	-0.634422	2.39773	1	214	214	-0.475264	-3.1468	53.4211
640	-2.34124	-1.87805	2.93225	1	188	188	-0.653808	-3.72015	44.6421
641	-1.2791	-0.0476031	1.31614	1	2931	2931	-0.269864	1.28726	773.011
642	-3.97338	-0.768406	2.75331	0.1	1	1	-1.16439	-0.879302	0.1
643	-3.0176	-0.620847	2.43541	0.968421	16	16	-0.749886	-13.4595	3.6
644	-3.4276	1.02527	1.33914	1	270	270	-0.510553	-2.52599	66.7737
645	-1.14749	0.300382	2.58448	1	4426	4426	-0.169003	1.76625	1197.31
646	-1.32796	0.430691	2.01492	1	6333	6333	0.793121	2.3714	2122.45
647	-3.08322	-0.747291	2.88464	0.978947	15	15	0.00308517	-11.9144	4.23158
648	-2.26325	0.203763	1.30883	1	583	583	-0.100955	-0.75388	160.363
649	-2.71262	1.53894	1.50036	1	3697	3697	-0.032244	1.60779	1034.06
650	-2.14627	0.0287346	1.56251	1	494	494	0.431534	-0.823774	153.621
651	-3.61636	1.54489	1.31579	1	527	527	0.330072	-0.75478	160.274
652	-2.89523	-0.346475	1.35057	0.984211	26	26	-0.589401	-10.8558	6.21579
653	-3.11981	-0.457248	2.2212	0.957895	18	18	-0.42147	-5.69258	4.50526
654	-2.04263	-0.33927	2.5051	1	283	283	-0.663242	-2.51464	67.0684
655	-2.08635	-0.906653	2.51739	1	389	389	-0.884843	-1.91217	86.4053
656	-3.26978	-0.522111	1.09242	0.863158	13	13	-1.60586	-4.49776	2.04211
657	-3.31269	1.32594	1.06581	1	758	758	0.214693	-0.243731	224.616
658	-2.14943	1.02476	2.5511	1	4285	4285	0.274709	1.84363	1286.89
659	-1.83601	-0.373794	1.56016	1	538	538	-0.491863	-1.0575	133.805
660	-1.09307	-1.63089	2.10608	1	208	208	-0.918312	-3.64351	45.6684
661	-3.25241	0.675925	2.64045	1	81	81	0.557928	-5.96587	25.9474
662	-1.6227	1.13977	1.76583	1	13014	13014	0.807291	3.11608	4373.79
663	-3.78208	-0.325214	2.17001	0.868421	4	4	1.72677	-1.52889	1.8
664	-2.05732	0.100264	1.70465	1	866	866	0.325493	-0.0236048	263.074
665	-1.78893	1.00537	1.17636	1	8496	8496	0.739341	2.66474	2816.64
666	-1.07929	-1.66797	2.48072	1	166	166	-0.677716	-4.18892	39.1368
667	-3.38465	1.76648	2.66447	1	1010	1010	1.47139	0.469336	384.689
668	-3.39337	1.87044	1.50993	1	1622	1622	-0.201855	0.62064	435.179
