Sim	LOG10_N_NOW	LOG10_MUTATION_RATE	N_NOW	MUTATION_RATE	H_1	S_1	prS_1	D_1	FS_1	Pi_1
296	3.79127	-8.51903	6184	3.0267e-09	0.352632	2	2	-0.812352	-0.7746	0.368421
297	3.23433	-6.36438	1715	4.32138e-07	0.931579	67	67	0.663843	2.69818	21.9684
298	5.10309	-7.4115	126792	3.87702e-08	1	664	664	-0.964778	-0.93139	144.005
299	3.33641	-7.91436	2169	1.21799e-08	0.7	4	4	-0.367856	-1.15541	0.984211
300	5.54949	-8.60023	354396	2.51056e-09	0.973684	156	156	0.758825	1.70438	52.0316
301	2.30185	-7.90455	200	1.24579e-08	0	0	0	0	0	0
302	2.76121	-6.41757	577	3.82319e-07	0.947368	27	27	-0.0457334	-1.0971	7.52105
303	2.25382	-8.91173	179	1.22537e-09	0	0	0	0	0	0
304	3.3341	-8.99156	2158	1.01963e-09	0.194737	2	2	-1.1407	-1.20637	0.289474
305	3.75754	-6.12803	5721	7.44679e-07	1	437	437	-0.299771	-1.34255	114.337
306	3.73004	-7.99708	5370	1.00674e-08	0.921053	13	13	-0.777446	-2.92102	2.87895
307	3.04428	-6.15747	1107	6.9588e-07	0.994737	65	65	-0.0234444	-5.50315	18.2158
308	5.68639	-8.40488	485724	3.93657e-09	0.994737	253	253	0.875871	-0.358465	86.3211
309	3.41752	-7.07176	2615	8.47689e-08	0.905263	29	29	-0.388059	-1.17205	7.36316
310	2.94259	-8.39026	876	4.07133e-09	0	0	0	0	0	0
311	5.71546	-7.10873	519350	7.7852e-08	1	2984	2984	-0.553356	1.22331	730.147
312	4.70255	-7.58984	50414	2.57135e-08	0.984211	193	193	0.333248	-0.0463475	58.7684
313	4.24741	-8.89385	17676	1.27687e-09	0.678947	6	6	0.571937	1.78064	1.99474
314	5.35749	-8.80379	227765	1.57113e-09	0.952632	73	73	0.418625	0.115656	22.6895
315	3.79935	-6.76531	6300	1.71669e-07	0.978947	181	181	-0.254377	0.463001	47.8895
316	5.6938	-8.2656	494079	5.42501e-09	1	583	583	-0.127744	-0.764516	159.311
317	2.83317	-8.09166	681	8.09735e-09	0.189474	1	1	-0.59155	-0.0965971	0.189474
318	5.89568	-6.00614	786467	9.85968e-07	1	19799	19799	4.40607	3.40282e+38	11438.8
319	4.75757	-7.2554	57222	5.55388e-08	0.994737	386	386	-0.218139	0.00310992	103.116
320	2.20861	-8.28025	161	5.24505e-09	0	0	0	0	0	0
321	5.09783	-7.38677	125265	4.10421e-08	1	688	688	-0.191023	-0.529193	185.074
322	4.9181	-8.48097	82813	3.30393e-09	0.936842	30	30	0.374102	0.394277	9.26316
323	3.19133	-6.54781	1553	2.8326e-07	0.952632	27	27	-0.0430418	-2.95839	7.52632
324	3.93874	-6.48441	8684	3.27784e-07	0.994737	273	273	0.984511	-0.158294	95.1421
325	3.26676	-6.77883	1848	1.66408e-07	0.921053	38	38	-1.7204	-1.88268	6.07368
326	4.76051	-8.1939	57611	6.3988e-09	0.952632	44	44	-0.35909	0.271829	11.2895
327	5.64818	-8.57257	444813	2.67563e-09	0.989474	147	147	0.716336	-0.515624	48.6105
328	2.83923	-6.50801	690	3.10447e-07	0.936842	20	20	-0.465097	-2.71822	4.94737
329	2.62742	-6.33744	424	4.59791e-07	0.863158	30	30	2.33801	6.62564	13.5
330	5.54755	-8.8035	352819	1.57218e-09	0.957895	99	99	-0.148718	1.52275	26.8947
331	3.36012	-6.74402	2291	1.80292e-07	0.889474	46	46	0.567213	3.07817	14.8
332	5.80265	-8.4016	634816	3.96646e-09	0.994737	456	456	0.617029	0.688421	147.516
333	2.73146	-6.3157	538	4.83395e-07	0.926316	31	31	0.501056	-0.179437	9.85263
334	4.41912	-8.73582	26249	1.83731e-09	0.710526	5	5	1.70516	2.07768	2.19474
335	4.59872	-8.68739	39693	2.05403e-09	0.889474	11	11	-0.102993	-1.73952	3.01053
336	4.85475	-7.45245	71573	3.5282e-08	0.978947	329	329	0.170483	2.35682	96.5263
337	3.30423	-7.51423	2014	3.06032e-08	0.852632	9	9	0.65642	0.0305602	3.02105
338	4.05247	-7.0195	11284	9.56087e-08	0.984211	140	140	0.12143	0.0238371	40.6211
339	4.87352	-7.40051	74733	3.97641e-08	0.994737	240	240	-0.753531	-1.37165	55.3947
340	3.04098	-6.80643	1098	1.5616e-07	0.715789	17	17	0.663785	3.20785	5.64211
341	5.51411	-6.14444	326670	7.1706e-07	1	16156	16156	0.800611	3.33493	5422.49
342	2.71406	-7.84699	517	1.42236e-08	0.657895	3	3	0.138547	-0.276735	0.889474
343	3.61947	-8.48563	4163	3.26868e-09	0.489474	4	4	-0.138122	1.39328	1.07368
344	3.17655	-8.97352	1501	1.06287e-09	0.1	1	1	-1.16439	-0.879302	0.1
345	2.47966	-8.76254	301	1.72766e-09	0	0	0	0	0	0
346	3.57269	-7.19601	3738	6.36786e-08	0.921053	27	27	-0.436017	-0.656105	6.75789
347	5.72741	-6.15615	533837	6.9799e-07	1	15805	15805	2.48633	3.60747	7093.85
348	4.10491	-8.22418	12732	5.9679e-09	0.826316	7	7	-0.446296	-0.713607	1.70526
349	2.84675	-8.29719	702	5.04442e-09	0.1	1	1	-1.16439	-0.879302	0.1
350	4.63957	-7.087	43608	8.18459e-08	0.994737	289	289	-0.342257	-0.666233	74.7684
351	2.39607	-6.14544	248	7.15424e-07	0.889474	19	19	0.98286	0.928492	6.74737
352	4.31313	-7.2435	20565	5.70818e-08	0.973684	101	101	-0.780254	-0.69277	23.0632
353	5.44745	-6.78517	280191	1.63993e-07	1	7000	7000	-0.503263	2.16132	1736.47
354	2.36073	-7.41688	229	3.82934e-08	0.426316	3	3	-0.376788	0.519854	0.726316
355	4.95043	-8.88495	89214	1.30332e-09	0.878947	9	9	-0.114135	-1.50106	2.45263
356	4.1461	-8.55591	13999	2.78027e-09	0.336842	5	5	0.596754	4.64181	1.68421
357	5.07042	-6.57679	117602	2.64976e-07	0.989474	2606	2606	-0.54033	5.88238	639.926
358	4.68931	-6.7839	48899	1.64475e-07	0.994737	1084	1084	0.142968	2.07311	315.974
359	5.28056	-8.99186	190791	1.01891e-09	0.915789	15	15	0.00308517	-1.4401	4.23158
360	4.69296	-6.22723	49312	5.92615e-07	1	2177	2177	-0.273361	0.947936	573.632
361	4.73232	-7.88847	53991	1.2928e-08	0.957895	76	76	1.09174	1.55535	27.1526
362	3.71267	-8.96396	5160	1.08653e-09	0.336842	1	1	0.351953	0.720808	0.336842
363	2.02074	-6.7135	104	1.93419e-07	0.189474	1	1	-0.59155	-0.0965971	0.189474
364	5.75027	-6.77833	562693	1.66599e-07	1	10275	10275	0.867733	2.88667	3494.99
365	4.53357	-6.67547	34163	2.11119e-07	1	1778	1778	0.308919	0.873414	538.089
366	4.27993	-8.42799	19051	3.73261e-09	0.742105	16	16	1.28441	2.38401	6.06842
367	5.18222	-8.33431	152131	4.63113e-09	0.947368	57	57	-0.608976	0.11332	13.6474
368	2.77866	-6.8085	600	1.55416e-07	0.863158	8	8	-0.821594	-4.01394	1.70526
369	2.73699	-7.88766	545	1.29521e-08	0.189474	1	1	-0.59155	-0.0965971	0.189474
370	4.84804	-7.0015	70475	9.96553e-08	1	1168	1168	1.02276	0.54672	409.584
371	3.40527	-8.12572	2542	7.48648e-09	0.1	1	1	-1.16439	-0.879302	0.1
372	3.34235	-8.41302	2199	3.86345e-09	0	0	0	0	0	0
373	3.58429	-8.93201	3839	1.16947e-09	0.194737	2	2	-1.51284	-1.86305	0.2
374	2.69265	-6.24049	492	5.74796e-07	0.942105	31	31	-0.466572	-1.87529	7.7
375	5.77105	-6.70781	590275	1.95968e-07	1	10306	10306	1.52198	3.01415	3958.37
376	3.28416	-7.58661	1923	2.59052e-08	0.826316	12	12	0.845319	2.00435	4.17895
377	4.40352	-6.34485	25323	4.52011e-07	1	1661	1661	-0.880811	0.420187	369.821
378	2.27073	-6.27496	186	5.30929e-07	0.631579	21	21	1.47721	5.10835	8.21053
379	2.62386	-7.93084	420	1.17263e-08	0.268421	1	1	-0.0861022	0.380606	0.268421
380	3.56334	-8.6059	3658	2.47797e-09	0	0	0	0	0	0
381	4.21611	-6.84179	16447	1.43949e-07	0.994737	413	413	0.36846	0.402394	126.684
382	5.26279	-8.78567	183144	1.63804e-09	0.921053	23	23	-0.514383	-2.1911	5.61579
383	4.74813	-8.2647	55992	5.4362e-09	0.931579	58	58	1.56966	1.84394	22.6895
384	5.24977	-7.28416	177732	5.198e-08	1	1810	1810	0.576279	0.96134	580.305
385	3.64665	-7.05101	4432	8.89182e-08	0.952632	44	44	-0.953526	-2.00353	9.44737
386	4.26215	-6.2991	18287	5.02233e-07	1	1317	1317	0.203853	0.484046	389.279
387	2.23979	-6.27247	173	5.33987e-07	0.757895	14	14	0.337991	2.11796	4.31053
388	4.41287	-8.36414	25874	4.3237e-09	0.815789	13	13	0.129118	0.72932	3.79474
389	5.07853	-7.37065	119818	4.25946e-08	0.978947	491	491	-0.595142	4.50632	118.689
390	5.77732	-8.70948	598858	1.95219e-09	0.973684	80	80	0.419306	-0.463119	24.8632
391	4.4248	-7.25646	26595	5.54041e-08	0.989474	160	160	0.179864	-0.598698	47.0579
392	3.39889	-7.49392	2505	3.20685e-08	0.8	5	5	-0.134564	-0.354484	1.34737
393	2.88326	-6.44826	764	3.56236e-07	0.9	15	15	1.0872	0.234124	5.47368
394	3.49989	-6.82766	3161	1.4871e-07	0.910526	27	27	0.602944	0.219254	8.78947
395	4.13945	-6.1513	13786	7.05831e-07	0.994737	760	760	0.320661	1.50444	230.632
396	5.67223	-7.16309	470139	6.86921e-08	1	5148	5148	-0.309928	1.88994	1343.89
397	5.83647	-8.81296	686225	1.53829e-09	0.963158	189	189	-1.73379	0.189411	31.0158
398	2.40252	-7.64695	252	2.25449e-08	0	0	0	0	0	0
399	2.92591	-7.72077	843	1.90209e-08	0.610526	2	2	0.632395	0.489728	0.715789
400	4.36976	-8.44764	23429	3.56747e-09	0.842105	12	12	0.186211	-0.31851	3.55789
401	3.01213	-7.10987	1028	7.76488e-08	0.515789	11	11	-1.40338	-0.451212	1.87368
402	5.90203	-6.46223	798044	3.4496e-07	1	12697	12697	1.15528	3.15949	4563.98
403	2.63145	-6.78042	428	1.65797e-07	0.778947	3	3	0.853368	0.247266	1.11579
404	2.48562	-8.70344	305	1.97951e-09	0	0	0	0	0	0
405	4.65694	-8.34869	45387	4.48035e-09	0.921053	16	16	0.100268	-1.12533	4.63158
406	4.13349	-7.70444	13598	1.97496e-08	0.836842	17	17	-0.235991	-1.2329	4.48947
407	5.2861	-7.6762	193240	2.10766e-08	0.994737	817	817	0.628594	1.75433	264.863
408	2.85323	-6.17482	713	6.68615e-07	0.936842	54	54	-1.23936	-0.741005	10.5474
409	5.04115	-6.73994	109937	1.81994e-07	1	1196	1196	0.368046	0.409657	366.726
410	5.88325	-8.29195	764268	5.10563e-09	0.989474	855	855	1.86639	4.23692	348.421
411	2.05449	-7.84191	113	1.43911e-08	0.521053	1	1	1.53133	1.46699	0.521053
412	5.91802	-8.31737	827983	4.81538e-09	1	461	461	-1.56889	-2.05281	81.1474
413	3.58653	-6.19352	3859	6.40435e-07	0.989474	390	390	0.873089	1.85012	132.921
414	5.69918	-8.35792	500241	4.38608e-09	0.989474	256	256	0.578904	0.740761	82.1947
415	5.00526	-6.40992	101219	3.89117e-07	1	5701	5701	0.239336	2.13811	1698.59
416	2.36218	-6.98766	230	1.02881e-07	0.757895	4	4	-0.0840675	-0.883348	1.09474
417	5.51553	-6.81832	327743	1.51943e-07	1	3484	3484	-1.10584	1.21252	723.179
418	4.25387	-8.47696	17941	3.33459e-09	0.615789	3	3	-0.443283	-0.797214	0.705263
419	5.03863	-6.27463	109301	5.31336e-07	1	8410	8410	-0.282231	2.41401	2211.11
420	3.15487	-8.16273	1428	6.87494e-09	0.336842	1	1	0.351953	0.720808	0.336842
421	2.36117	-7.13514	229	7.32587e-08	0	0	0	0	0	0
422	5.01321	-8.10346	103087	7.88025e-09	0.984211	136	136	-0.156281	-0.238953	36.8842
423	5.74378	-7.40392	554347	3.94526e-08	1	2944	2944	0.511664	1.49317	931.042
424	4.53119	-6.80528	33977	1.56574e-07	1	630	630	-1.8846	-1.65398	97.5789
425	4.66286	-8.50458	46010	3.12907e-09	0.957895	29	29	-0.103502	-1.74889	7.95789
426	4.10489	-8.94765	12731	1.12812e-09	0.542105	2	2	1.04831	0.765101	0.815789
427	4.70038	-6.81276	50162	1.53901e-07	1	913	913	-0.676016	-0.301194	215.805
428	2.3743	-7.25324	236	5.58161e-08	0.510526	3	3	0.670507	1.35733	1.05789
429	5.00464	-8.25516	101075	5.55698e-09	0.931579	141	141	1.6279	4.36373	55.3947
430	3.12982	-6.04946	1348	8.92362e-07	0.968421	131	131	0.0519474	0.729698	37.3895
431	5.92081	-8.36115	833313	4.35359e-09	0.994737	328	328	0.987989	0.205981	114.358
432	5.24054	-7.84456	173995	1.43033e-08	0.989474	253	253	-0.137138	0.33343	68.9632
433	2.50724	-6.26474	321	5.43577e-07	0.763158	12	12	-1.30516	-0.980353	2.15263
434	4.71421	-7.43197	51785	3.69856e-08	0.994737	414	414	1.9252	0.955526	170.495
435	4.02129	-6.95615	10502	1.10624e-07	0.994737	99	99	-0.687136	-4.30589	23.2368
436	3.23571	-8.91386	1720	1.21938e-09	0	0	0	0	0	0
437	2.35055	-6.58298	224	2.61228e-07	0.789474	5	5	0.493913	0.148762	1.63684
438	4.83918	-6.01149	69052	9.73889e-07	1	6353	6353	0.900459	2.39686	2174.96
439	4.84375	-8.24872	69782	5.63996e-09	0.963158	73	73	2.16833	2.0788	31.5211
440	2.53588	-6.55687	343	2.77418e-07	0.773684	11	11	1.17934	3.12319	4.13158
441	2.73732	-6.97045	546	1.0704e-07	0.731579	13	13	-0.407526	1.15614	3.25263
442	5.72628	-6.69659	532450	2.01097e-07	1	9171	9171	1.60042	2.90865	3570.77
443	5.53263	-6.36721	340903	4.29329e-07	1	13740	13740	-0.0195808	2.98704	3854.82
444	5.44258	-7.51878	277062	3.02842e-08	0.994737	1057	1057	0.585902	2.20371	339.605
445	4.40166	-7.04486	25215	9.01863e-08	0.973684	244	244	-1.00976	1.70745	52.0842
446	3.98318	-8.28906	9620	5.13968e-09	0.873684	8	8	1.18437	0.0565666	3.04737
447	3.61254	-7.1777	4097	6.64208e-08	0.931579	48	48	0.303729	0.323597	14.5526
448	5.88064	-8.81526	759704	1.53017e-09	0.978947	182	182	-0.106838	0.57591	49.9789
449	4.13593	-6.15711	13675	6.96443e-07	0.994737	1312	1312	0.819853	2.68402	442.158
450	4.35621	-6.18067	22709	6.59671e-07	1	1991	1991	-1.73255	0.273161	329.332
451	5.28436	-7.85289	192466	1.40318e-08	0.994737	593	593	-0.258816	0.801573	156.805
452	4.39042	-6.44599	24570	3.58105e-07	1	1217	1217	0.259632	0.401289	364.289
453	5.92323	-6.45088	837977	3.54094e-07	1	18078	18078	3.28823	3.85788	9087.5
454	2.34353	-6.27812	220	5.27083e-07	0.836842	13	13	-1.24115	-3.70258	2.41053
455	5.38369	-8.35207	241929	4.44561e-09	0.968421	155	155	-0.918576	0.454751	33.9947
456	4.88644	-8.22773	76990	5.91926e-09	0.947368	61	61	-0.0172101	0.0517198	17.1211
457	4.59145	-7.10777	39035	7.80237e-08	0.984211	224	224	-0.0521095	0.0953082	62.3474
458	3.95087	-6.77033	8930	1.69695e-07	0.984211	151	151	-0.258321	-0.0241945	39.9053
459	5.23926	-8.3919	173483	4.05602e-09	0.978947	194	194	2.25668	1.98058	84.4105
460	3.65994	-8.80431	4570	1.56925e-09	0.442105	1	1	1.02588	1.16902	0.442105
461	3.51109	-6.80723	3244	1.55872e-07	0.910526	85	85	0.880091	6.85866	29.1105
462	5.7345	-7.30336	542629	4.97322e-08	0.994737	3844	3844	-0.673321	4.02484	909.621
463	5.44078	-6.22033	275916	6.02103e-07	1	11859	11859	0.818126	3.02337	3994.26
464	3.72444	-8.2911	5301	5.11568e-09	0.336842	1	1	0.351953	0.720808	0.336842
465	5.29946	-6.41973	199278	3.80422e-07	1	6623	6623	-0.0755587	2.21825	1833.21
466	5.64115	-6.58907	437675	2.57591e-07	1	7748	7748	0.0285125	2.40819	2198.76
467	3.61801	-6.24602	4149	5.67514e-07	0.994737	449	449	-1.27625	-0.320839	87.8947
468	2.37108	-6.21928	235	6.03565e-07	0.857895	12	12	-0.79128	-2.22021	2.63684
469	2.11461	-8.09752	130	7.98882e-09	0.268421	1	1	-0.0861022	0.380606	0.268421
470	3.12034	-8.5802	1319	2.62908e-09	0.521053	1	1	1.53133	1.46699	0.521053
471	2.27113	-7.02617	186	9.41528e-08	0.610526	4	4	1.64569	2.79712	1.76842
472	2.31502	-7.39444	206	4.03233e-08	0.526316	1	1	1.56503	1.48599	0.526316
473	3.09577	-6.70538	1246	1.9707e-07	0.952632	21	21	-0.290663	-3.33874	5.46842
474	3.21341	-6.48723	1634	3.25662e-07	0.963158	95	95	-0.951581	0.638467	20.5684
475	4.98896	-8.86919	97490	1.35149e-09	0.826316	12	12	0.884418	0.211601	4.21579
476	4.52188	-8.10696	33257	7.81703e-09	0.957895	60	60	-1.13899	-0.266012	12.1579
477	2.49105	-6.81311	309	1.53776e-07	0.884211	15	15	-1.46231	-4.71273	2.55263
478	2.11795	-8.94766	131	1.12807e-09	0	0	0	0	0	0
479	5.91147	-6.96117	815593	1.09354e-07	1	10820	10820	-0.599547	2.58769	2614.17
480	5.03427	-8.8383	108210	1.45111e-09	0.847368	17	17	-1.78492	-1.43112	2.50526
481	5.28422	-6.64484	192406	2.26549e-07	1	4000	4000	-1.06446	1.38161	841.432
482	4.50883	-6.88204	32272	1.31209e-07	0.994737	694	694	1.21177	1.66635	252.263
483	2.59278	-8.80901	391	1.55237e-09	0	0	0	0	0	0
484	2.71467	-8.66196	518	2.17789e-09	0	0	0	0	0	0
485	3.4272	-6.83147	2674	1.47412e-07	0.957895	77	77	0.300225	1.94179	23.3
486	3.75948	-6.08332	5747	8.25421e-07	1	740	740	-1.20492	-0.879432	148.537
487	3.82184	-7.88586	6634	1.30059e-08	0.831579	14	14	1.78317	3.38458	5.86842
488	3.73904	-8.75973	5483	1.7389e-09	0	0	0	0	0	0
489	4.43264	-8.38601	27079	4.11138e-09	0.852632	12	12	1.37596	0.543428	4.67895
490	4.14423	-6.47175	13939	3.3748e-07	0.989474	677	677	-0.152096	2.62235	183.889
491	5.79475	-6.74551	623381	1.79677e-07	1	11377	11377	-0.0136793	2.79497	3196.38
492	3.91093	-6.68711	8145	2.05539e-07	0.989474	300	300	0.725354	1.17485	99.2789
493	2.15614	-8.6243	143	2.37521e-09	0	0	0	0	0	0
494	2.70574	-6.90445	507	1.24608e-07	0.589474	2	2	0.457275	0.366122	0.673684
495	5.07919	-8.91269	120002	1.22268e-09	0.8	8	8	-0.0585412	0.0182037	2.21579
496	4.99296	-6.25208	98392	5.59654e-07	1	8320	8320	0.319634	2.55127	2523.76
497	5.77611	-7.32828	597184	4.69592e-08	1	3060	3060	-1.07408	1.07694	641.679
498	4.80026	-8.71333	63133	1.93496e-09	0.831579	15	15	-0.525192	-2.00299	3.62632
499	2.80994	-6.87787	645	1.32472e-07	0.931579	17	17	0.1913	-1.69157	5.03684
500	2.4017	-8.41845	252	3.8155e-09	0	0	0	0	0	0
501	2.62686	-8.70393	423	1.97729e-09	0	0	0	0	0	0
502	3.20612	-6.28653	1607	5.16979e-07	0.973684	118	118	0.602302	0.785778	38.1211
503	2.37966	-6.36308	239	4.3343e-07	0.726316	15	15	0.903453	1.8375	5.26316
504	5.27979	-7.9446	190452	1.13605e-08	0.994737	269	269	1.20633	-0.10286	97.7895
505	4.75972	-6.28724	57506	5.16132e-07	1	2619	2619	-0.610653	1.05728	630.742
506	5.36404	-8.16194	231228	6.88746e-09	0.926316	346	346	1.25276	10.9576	126.816
507	5.63926	-6.81161	435767	1.54308e-07	0.994737	7024	7024	1.63828	6.15746	2752.74
508	3.22264	-6.28476	1669	5.19093e-07	0.963158	111	111	-0.847425	0.394568	24.8474
509	5.36411	-8.79009	231264	1.62146e-09	0.926316	84	84	0.345061	6.04934	25.6737
510	2.02369	-8.84209	105	1.4385e-09	0	0	0	0	0	0
511	5.44472	-7.58612	278432	2.59345e-08	0.994737	829	829	0.183489	1.60555	243.911
512	2.04901	-8.51115	111	3.08212e-09	0	0	0	0	0	0
513	4.26452	-7.97646	18387	1.0557e-08	0.836842	17	17	0.893865	0.499585	5.93684
514	4.68278	-7.34709	48169	4.49682e-08	0.984211	171	171	-1.01515	-0.27578	36.3947
515	3.10586	-7.33264	1276	4.64902e-08	0.857895	10	10	-0.813273	-0.965649	2.16316
516	3.04058	-8.23092	1097	5.876e-09	0	0	0	0	0	0
517	4.05893	-7.10459	11453	7.85983e-08	0.942105	165	165	-1.16207	1.31959	33.4632
518	2.00696	-6.99199	101	1.01861e-07	0.1	1	1	-1.16439	-0.879302	0.1
519	5.36674	-6.75519	232667	1.75716e-07	1	5299	5299	0.741314	2.17397	1757.49
520	3.86122	-8.59814	7264	2.52265e-09	0.194737	2	2	-1.51284	-1.86305	0.2
521	3.13683	-8.6806	1370	2.08641e-09	0	0	0	0	0	0
522	4.77037	-6.84852	58934	1.41737e-07	0.994737	1510	1510	1.3577	3.12983	563.479
523	2.6717	-8.16916	469	6.77396e-09	0	0	0	0	0	0
524	5.61488	-6.65677	411983	2.2041e-07	1	10893	10893	1.33613	3.037	4047.85
525	5.96444	-7.92335	921385	1.19303e-08	1	1576	1576	0.336993	0.738329	479.937
526	3.69945	-7.04545	5005	9.00634e-08	0.978947	53	53	0.117338	-2.0686	15.3737
527	3.72365	-7.36609	5292	4.30442e-08	0.805263	9	9	-1.59103	-3.66434	1.36316
528	5.73482	-6.29894	543031	5.02413e-07	1	17317	17317	3.01423	3.77677	8386.34
529	4.33583	-6.99082	21668	1.02136e-07	1	294	294	0.0600107	-1.97308	84.0632
530	5.61101	-7.72326	408326	1.89122e-08	1	870	870	-0.151706	-0.171701	236.342
531	2.14916	-8.78497	140	1.6407e-09	0	0	0	0	0	0
532	5.54598	-7.33207	351540	4.65512e-08	1	3223	3223	1.61628	1.81973	1258.48
533	4.48019	-6.79637	30212	1.5982e-07	1	673	673	0.165818	-0.433392	197.216
534	4.34704	-8.42204	22235	3.78407e-09	0.836842	11	11	1.72719	2.37234	4.61053
535	4.24615	-8.91386	17626	1.21938e-09	0	0	0	0	0	0
536	2.00545	-8.82015	101	1.51304e-09	0	0	0	0	0	0
537	2.31543	-7.05888	206	8.73209e-08	0.468421	2	2	-0.286989	-0.233217	0.494737
538	4.51109	-8.37101	32441	4.2559e-09	0.868421	14	14	1.86129	2.30719	5.95263
539	2.16152	-7.59715	145	2.5284e-08	0.189474	1	1	-0.59155	-0.0965971	0.189474
540	2.91698	-7.00267	825	9.93868e-08	0.831579	7	7	0.202714	-1.06273	2.09474
541	5.02889	-8.9971	106879	1.00671e-09	0.789474	11	11	0.264248	0.326016	3.33158
542	4.59287	-6.44735	39162	3.56985e-07	1	2099	2099	0.191583	1.03514	618.674
543	4.07399	-8.4346	11857	3.67624e-09	0.689474	6	6	-0.61818	-2.43385	1.36316
544	3.47947	-6.12373	3016	7.5209e-07	0.994737	314	314	0.00313817	-0.304879	88.5737
545	2.04703	-8.19841	111	6.33266e-09	0	0	0	0	0	0
546	2.3303	-7.05291	213	8.85304e-08	0.521053	2	2	1.98958	3.05871	1.04211
547	2.74693	-7.69022	558	2.04069e-08	0.1	1	1	-1.16439	-0.879302	0.1
548	2.53036	-8.32723	339	4.70729e-09	0	0	0	0	0	0
549	2.11043	-8.86334	128	1.3698e-09	0	0	0	0	0	0
550	2.35755	-6.12522	227	7.49518e-07	0.726316	10	10	0.473053	1.10458	3.2
551	2.94627	-7.69169	883	2.03383e-08	0.468421	3	3	0.138547	0.954795	0.889474
552	4.20733	-8.024	16118	9.46243e-09	0.931579	39	39	1.35704	1.17726	14.7421
553	4.40664	-7.72831	25506	1.86934e-08	0.968421	55	55	-0.798812	-1.88834	12.4368
554	2.0132	-7.25992	103	5.49647e-08	0.268421	1	1	-0.0861022	0.380606	0.268421
555	2.10456	-6.76429	127	1.72074e-07	0.510526	2	2	-0.0899783	-0.0601313	0.542105
556	4.12195	-7.1244	13241	7.50931e-08	0.989474	122	122	-0.773049	-2.11847	27.9421
557	4.63188	-7.09333	42842	8.06621e-08	0.994737	386	386	-1.61018	-0.918882	66.8316
558	3.37202	-7.83523	2355	1.46142e-08	0.542105	8	8	1.2237	4.99206	3.07368
559	5.53978	-7.6503	346558	2.2372e-08	1	1523	1523	1.22344	0.908669	554.579
560	3.69355	-7.81263	4937	1.53946e-08	0.8	7	7	-0.156873	-1.39537	1.87895
561	4.82774	-7.37637	67257	4.20364e-08	1	244	244	-0.059053	-2.48681	67.8
562	2.41306	-7.19017	258	6.45407e-08	0	0	0	0	0	0
563	5.16859	-7.30423	147429	4.96331e-08	1	869	869	-0.854348	-0.450509	194.968
564	4.03247	-6.73943	10776	1.8221e-07	0.989474	211	211	1.14782	0.556833	75.9053
565	2.18151	-8.38837	151	4.08915e-09	0	0	0	0	0	0
566	2.82546	-7.61894	669	2.4047e-08	0.189474	1	1	-0.59155	-0.0965971	0.189474
567	3.7659	-7.54798	5833	2.8315e-08	0.873684	27	27	-0.629812	-0.852172	6.37895
568	2.54116	-8.60393	347	2.48926e-09	0	0	0	0	0	0
569	3.37199	-8.96202	2355	1.09139e-09	0	0	0	0	0	0
570	4.03151	-8.60928	10752	2.45877e-09	0.647368	2	2	0.873187	0.651961	0.773684
571	3.2141	-6.2401	1637	5.75302e-07	0.989474	73	73	-1.02556	-4.60212	15.4
572	4.14148	-7.1521	13851	7.04538e-08	0.984211	171	171	-0.467505	0.161892	42.7632
573	4.24104	-7.3759	17419	4.20822e-08	0.968421	105	105	-1.42045	-0.37521	19.3737
574	4.18306	-7.24964	15242	5.62812e-08	0.994737	166	166	1.40693	-1.069	62.6789
575	4.57778	-7.298	37825	5.03501e-08	0.968421	210	210	0.708299	2.60544	69.2842
576	4.86456	-8.17775	73208	6.64131e-09	0.910526	88	88	1.58733	3.52281	34.4158
577	2.0007	-6.34347	100	4.53449e-07	0.852632	7	7	0.676316	0.219978	2.37895
578	5.00759	-6.67136	101761	2.13127e-07	1	1928	1928	-0.0979302	0.857327	530.753
579	5.97852	-8.79652	951739	1.59765e-09	0.968421	164	164	-0.092944	2.31567	45.1895
580	2.76018	-7.59109	575	2.56397e-08	0.626316	5	5	0.345364	0.0370691	1.56842
581	2.32359	-6.02808	210	9.37386e-07	0.931579	29	29	-0.974801	-0.985201	6.13684
582	2.2886	-6.3123	194	4.87194e-07	0.863158	20	20	1.38317	3.413	7.68947
583	3.76686	-7.16843	5845	6.78524e-08	0.978947	58	58	-0.741581	-2.62605	13.3526
584	2.35932	-8.874	228	1.3366e-09	0	0	0	0	0	0
585	2.30119	-6.59508	200	2.5405e-07	0.657895	3	3	-0.16068	-0.530468	0.794737
586	5.36997	-8.09553	234408	8.02545e-09	0.984211	223	223	-0.00828967	1.17684	62.7316
587	5.22182	-6.43184	166656	3.69964e-07	1	6777	6777	0.558722	2.39186	2164.55
588	4.7186	-7.70145	52311	1.98862e-08	0.989474	107	107	-0.504279	-2.3048	26.4632
589	4.16414	-8.34673	14592	4.50059e-09	0.684211	7	7	-0.788342	-1.07309	1.5
590	5.40553	-8.9522	254405	1.11635e-09	0.926316	32	32	0.0441657	0.342617	9.12105
591	4.28251	-7.67913	19165	2.09347e-08	0.968421	34	34	-0.695997	-3.88396	7.89474
592	4.25392	-7.27278	17943	5.33608e-08	0.957895	120	120	-0.513626	2.87885	29.6105
593	2.49192	-8.35283	310	4.43787e-09	0	0	0	0	0	0
